gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
RP11-345P4.7,0.087303492037618,-1.94843997481835e-07,0.00144269498089437,0.720362404013568,0.99996562873245
CDK11A,25.6238880612331,-4.64862353710732e-06,0.00144269358866396,0.0287997090908913,0.99996562873245
SLC35E2,4.89499539706137,-1.18795400682539e-06,0.00144269270252979,0.382136724217018,0.99996562873245
NADK,20.0276454211119,8.42907326705994e-07,0.00144268227063458,0.785424467042404,0.99996562873245
GNB1,152.410668910191,-2.48939944946708e-06,0.00144267657311534,0.481785552408335,0.99996562873245
RP1-140A9.1,0.659298389740415,2.90161913518084e-07,0.00144269442734738,0.661506287293655,0.99996562873245
CALML6,0.747543380459177,5.39046643624276e-07,0.00144269441203182,0.463990987121478,0.99996562873245
TMEM52,2.11131103238186,-2.66472425434404e-10,0.00144269316263971,0.992544723238651,0.99996562873245
CFAP74,4.94896390257736,5.60977415015332e-07,0.00144269041948807,0.763912844519108,0.99996562873245
RP11-547D24.1,1.51764225117726,-7.02177652346262e-07,0.00144269383961093,0.424791889209138,0.99996562873245
GABRD,52.295937925158,2.58157742239657e-07,0.00144267795796014,0.973317315952857,0.99996562873245
PRKCZ,85.5496781034564,6.09979180866745e-07,0.00144266830909352,0.838308345763687,0.99996562873245
RP5-892K4.1,1.78192752682843,-1.64394731368244e-07,0.00144269345375692,0.789116506187189,0.99996562873245
RP11-181G12.2,0.294075769259028,-1.64031062536936e-07,0.00144269481095843,0.622862286554407,0.99996562873245
FAAP20,31.2838385948989,-8.47131805978014e-06,0.00144269227422994,0.0100573688291387,0.99996562873245
RP11-181G12.4,0.165877534813597,-2.9653355188839e-08,0.00144269491017855,0.852288761034433,0.99996562873245
